,session_id,mall_id,lat,lng,activity,uniqueCount,totActiveDays,home_lat,home_long,mallidNearHome,work_lat,work_long,mallidNearWork,home_office_dist,one_home_dist,one_work_dist
459,148219873051374,63,39.900372,32.863522,Residence,1,20,40.99287007,29.02788629,0,40.99582884,29.0302768,0,0.39,346.91,346.83
460,148220687733308,1032,40.956936,29.080084,Work,4,20,40.98004675,29.05936598,0,40.98004675,29.05936598,0,0,3.11,3.11
465,148221879985934,80,40.97773,28.873442,Work,2,20,40.97717268,28.8779338,80,40.98046139,28.86921666,34,0.82,0.38,0.47
466,148221879985934,34,40.977467,28.871523,Work,4,20,40.97717268,28.8779338,80,40.98046139,28.86921666,34,0.82,0.54,0.39
467,148221879985934,80,40.97773,28.873442,Residence,19,20,40.97717268,28.8779338,80,40.98046139,28.86921666,34,0.82,0.38,0.47
477,148224158907447,1096,40.986317,29.103914,Work,11,20,40.99652469,29.02976071,91,40.99045038,29.10503519,1096,6.36,6.33,0.47
478,148224158907447,91,41.00032,29.032339,Work,1,20,40.99652469,29.02976071,91,40.99045038,29.10503519,1096,6.36,0.47,6.21
479,148224158907447,91,41.00032,29.032339,Residence,18,20,40.99652469,29.02976071,91,40.99045038,29.10503519,1096,6.36,0.47,6.21
480,148224158907447,1118,41.043961,29.016165,Work,1,20,40.99652469,29.02976071,91,40.99045038,29.10503519,1096,6.36,5.4,9.55
483,148224357788374,1002,41.08334,29.012632,Work,11,20,41.00604906,28.94569725,0,41.0827374,29.01214857,1002,10.2,10.28,0.08
484,148224391940179,1096,40.986317,29.103914,Work,3,20,40.97111949,29.08411196,0,40.99083093,29.10399382,1096,2.76,2.37,0.5
493,148226057482132,1049,41.077419,29.028307,Residence,1,20,41.00332693,28.65764236,0,41.06896566,28.80967733,0,14.71,32.2,18.37
17,148190138408007,76,41.068562,29.005823,Work,11,19,41.07168567,28.99511275,92,41.06941246,29.01045505,76_1089,1.31,0.96,0.4
18,148190138408007,1045,41.080986,29.035622,Residence,1,19,41.07168567,28.99511275,92,41.06941246,29.01045505,76_1089,1.31,3.55,2.47
55,148192034134472,1067,40.971657,29.060005,Work,13,19,40.97359076,29.06323182,1067,40.97359076,29.06323182,1067,0,0.35,0.35
56,148192034134472,1067,40.971657,29.060005,Residence,3,19,40.97359076,29.06323182,1067,40.97359076,29.06323182,1067,0,0.35,0.35
57,148192034134472,1047,40.816704,29.29525,Residence,1,19,40.97359076,29.06323182,1067,40.97359076,29.06323182,1067,0,26.2,26.2
73,148193739102263,1074,40.955952,29.08083,Residence,6,19,40.9570879,29.08484756,1016_1074,40.98798064,29.1293708,0,5.08,0.36,5.42
74,148193739102263,1074,40.955952,29.08083,Work,2,19,40.9570879,29.08484756,1016_1074,40.98798064,29.1293708,0,5.08,0.36,5.42
75,148193739102263,1016,40.95636,29.08065,Residence,1,19,40.9570879,29.08484756,1016_1074,40.98798064,29.1293708,0,5.08,0.36,5.4
184,148197927938329,1068,41.059944,29.036209,Residence,1,19,41.10064264,29.05220998,0,41.1088737,29.01718901,0,3.08,4.73,5.68
199,148198391180426,74,41.053925,28.79114,Work,2,19,41.05615015,28.78915485,74,41.05907201,28.79802427,0,0.81,0.3,0.81
200,148198391180426,74,41.053925,28.79114,Residence,5,19,41.05615015,28.78915485,74,41.05907201,28.79802427,0,0.81,0.3,0.81
202,148198400106211,1023,41.058266,28.980352,Residence,1,19,41.060313,28.96899981,0,41.060313,28.96899981,0,0,0.98,0.98
245,148201237832477,1067,40.971657,29.060005,Work,15,19,41.01116385,29.08895672,0,40.97230203,29.0590424,1067,5,5.03,0.11
251,148201418925573,32,41.026299,29.12644,Work,1,19,41.00243881,29.04749033,0,41.06865881,28.99276776,92,8.69,7.14,12.17
252,148201418925573,92,41.06768,28.992279,Work,5,19,41.00243881,29.04749033,0,41.06865881,28.99276776,92,8.69,8.62,0.12
301,148204946287945,1067,40.971657,29.060005,Residence,1,19,40.99064457,28.84356118,77,41.10829943,29.01648454,0,19.55,18.31,15.64
302,148204946287945,77,40.98867,28.845539,Residence,4,19,40.99064457,28.84356118,77,41.10829943,29.01648454,0,19.55,0.28,19.58
303,148204946287945,77,40.98867,28.845539,Work,3,19,40.99064457,28.84356118,77,41.10829943,29.01648454,0,19.55,0.28,19.58
321,148205305919618,1012,41.047588,28.989439,Residence,17,19,41.04895567,28.98770832,1012,41.10999671,29.0321449,26,7.75,0.21,7.82
322,148205305919618,26,41.109474,29.030212,Work,12,19,41.04895567,28.98770832,1012,41.10999671,29.0321449,26,7.75,7.62,0.17
339,148205877424403,86,40.995384,28.909842,Residence,9,19,40.99403299,28.90630389,86,40.99403299,28.90630389,86,0,0.33,0.33
340,148205877424403,86,40.995384,28.909842,Work,1,19,40.99403299,28.90630389,86,40.99403299,28.90630389,86,0,0.33,0.33
356,148207298839616,79,41.020855,29.03953,Work,2,19,40.13670578,26.41757227,0,40.13670578,26.41757227,0,0,242.54,242.54
370,148208643859999,1023,41.058266,28.980352,Work,1,19,40.85945165,29.30046947,0,41.10828074,29.00804066,116,37.03,34.84,6.03
383,148209520416302,86,40.995384,28.909842,Residence,3,19,40.9954656,28.9125844,86,40.9954656,28.9125844,86,0,0.23,0.23
398,148212587188327,88,40.98584,29.100296,Work,4,19,41.00316812,29.03671608,91_1059,40.98707946,29.09413281,88,5.15,5.68,0.54
399,148212587188327,91,41.00032,29.032339,Residence,16,19,41.00316812,29.03671608,91_1059,40.98707946,29.09413281,88,5.15,0.49,5.4
400,148212587188327,88,40.98584,29.100296,Residence,3,19,41.00316812,29.03671608,91_1059,40.98707946,29.09413281,88,5.15,5.68,0.54
402,148212613806737,1048,41.048389,28.993444,Work,17,19,41.04950437,28.99515969,1048_1071_1044,41.00634079,28.90071423,0,9.27,0.19,9.09
421,148214342717728,1001,41.040596,28.98838,Work,5,19,41.04407739,28.98559456,1001_1095,41.04407739,28.98559456,1001_1095,0,0.45,0.45
422,148214342717728,1001,41.040596,28.98838,Residence,8,19,41.04407739,28.98559456,1001_1095,41.04407739,28.98559456,1001_1095,0,0.45,0.45
429,148215372473831,77,40.98867,28.845539,Residence,2,19,41.11626997,29.0046479,0,41.11626997,29.0046479,0,0,19.5,19.5
454,148218649557163,1096,40.986317,29.103914,Work,8,19,40.98720773,29.10343601,1096,40.98446584,29.10039073,88,0.4,0.11,0.36
455,148218649557163,88,40.98584,29.100296,Work,3,19,40.98720773,29.10343601,1096,40.98446584,29.10039073,88,0.4,0.3,0.15
456,148218654324022,31,40.982479,29.13283,Work,1,19,40.92034112,29.30525897,0,40.8906394,29.23506079,0,6.77,16.06,13.36
457,148218654324022,31,40.982479,29.13283,Residence,5,19,40.92034112,29.30525897,0,40.8906394,29.23506079,0,6.77,16.06,13.36
487,148225095454731,89,41.070644,29.00189,Residence,3,19,41.07146351,29.00006034,89,41.07146351,29.00006034,89,0,0.18,0.18
496,148226394291147,92,41.06768,28.992279,Work,1,19,41.07146649,28.99191687,92,41.11993633,29.05114589,0,7.33,0.42,7.63
497,148226394291147,92,41.06768,28.992279,Residence,9,19,41.07146649,28.99191687,92,41.11993633,29.05114589,0,7.33,0.42,7.63
501,148231328370165,1010,41.047688,29.025126,Residence,1,19,41.0123297,28.93749975,0,41.02781215,29.11380592,0,14.91,8.35,7.77
502,148231628731195,1043,41.041405,28.997549,Work,2,19,41.04712954,28.86340309,0,41.04712954,28.86340309,0,0,11.28,11.28
508,148233865303412,1064,41.01038,28.96965,Residence,5,19,41.01926535,28.91134363,0,41.01034826,28.97474542,1064,5.42,5,0.43
509,148233865303412,1064,41.01038,28.96965,Work,6,19,41.01926535,28.91134363,0,41.01034826,28.97474542,1064,5.42,5,0.43
12,148189884288025,84,40.96933,29.091743,Work,1,18,40.97076422,29.1188236,0,40.97076422,29.1188236,0,0,2.28,2.28
65,148192451864530,33,41.025009,29.106171,Work,1,18,41.02295284,29.1094438,33,41.02295284,29.1094438,33,0,0.36,0.36
66,148192451864530,33,41.025009,29.106171,Residence,8,18,41.02295284,29.1094438,33,41.02295284,29.1094438,33,0,0.36,0.36
89,148195208457023,56,39.970699,32.714779,Work,1,18,39.96655704,32.7327645,0,39.99274553,32.74372227,0,3.06,1.6,3.48
119,148195985758546,73,40.964191,28.80168,Work,2,18,40.97914796,28.7805125,0,40.97914796,28.7805125,0,0,2.44,2.44
127,148196337841588,1002,41.08334,29.012632,Work,10,18,40.9813711,29.07607402,0,41.0816065,29.01172404,1002_1075,12.4,12.54,0.21
128,148196337841588,1090,41.030792,28.974257,Work,1,18,40.9813711,29.07607402,0,41.0816065,29.01172404,1002_1075,12.4,10.17,6.47
158,148197275497965,35,41.062988,28.807287,Work,1,18,41.03741633,28.8384118,0,41.03741633,28.8384118,0,0,3.86,3.86
286,148204713694922,21,41.078178,29.010618,Work,1,18,41.07754281,29.00849414,21_1030,41.08969128,29.0961501,0,7.48,0.19,7.29
287,148204713694922,1030,41.078331,29.010403,Residence,5,18,41.07754281,29.00849414,21_1030,41.08969128,29.0961501,0,7.48,0.18,7.31
288,148204713694922,1030,41.078331,29.010403,Work,1,18,41.07754281,29.00849414,21_1030,41.08969128,29.0961501,0,7.48,0.18,7.31
289,148204713694922,21,41.078178,29.010618,Residence,5,18,41.07754281,29.00849414,21_1030,41.08969128,29.0961501,0,7.48,0.19,7.29
290,148204771779558,76,41.068562,29.005823,Work,10,18,41.07062182,29.00768224,76,41.07062182,29.00768224,76,0,0.28,0.28
315,148205178659251,1030,41.078331,29.010403,Residence,1,18,41.08130373,28.97916618,0,41.0521877,29.00717508,0,4,2.64,2.92
316,148205178659251,90,41.085014,29.006083,Work,2,18,41.08130373,28.97916618,0,41.0521877,29.00717508,0,4,2.3,3.66
349,148206539058957,1076,39.897583,32.858067,Residence,1,18,41.09143904,29.01889771,0,41.09143904,29.01889771,0,0,351.09,351.09
379,148209113422203,1102,38.283974,26.37542,Work,4,18,38.2865138,26.37989128,1102_1103,38.2865138,26.37989128,1102_1103,0,0.48,0.48
380,148209113422203,1102,38.283974,26.37542,Residence,10,18,38.2865138,26.37989128,1102_1103,38.2865138,26.37989128,1102_1103,0,0.48,0.48
413,148213319423654,80,40.97773,28.873442,Residence,1,18,41.0408804,28.76132703,0,41.0408804,28.76132703,0,0,11.75,11.75
494,148226243401061,30,41.062481,28.993097,Residence,9,18,41.05974307,28.99973743,0,41.06334814,28.99857801,30,0.41,0.64,0.47
495,148226243401061,30,41.062481,28.993097,Work,1,18,41.05974307,28.99973743,0,41.06334814,28.99857801,30,0.41,0.64,0.47
511,148234792753171,89,41.070644,29.00189,Work,1,18,40.99539856,29.10138419,0,40.99539856,29.10138419,0,0,11.83,11.83
512,148234792753171,79,41.020855,29.03953,Work,1,18,40.99539856,29.10138419,0,40.99539856,29.10138419,0,0,5.92,5.92
516,148237960593540,27,41.066319,29.017076,Work,1,18,41.01272061,28.83785667,0,41.07889889,28.99712255,0,15.27,16.19,2.18
517,148237960593540,1021,41.078693,29.032251,Residence,3,18,41.01272061,28.83785667,0,41.07889889,28.99712255,0,15.27,17.9,2.95
518,148237960593540,25,41.07671,29.027039,Residence,1,18,41.01272061,28.83785667,0,41.07889889,28.99712255,0,15.27,17.41,2.52
528,148238744391386,93,40.937439,29.326969,Work,1,18,40.93197847,29.32719086,0,40.93197847,29.32719086,0,0,0.61,0.61
29,148191025568846,1077,41.030857,28.973768,Residence,2,17,41.03171696,28.96951693,1077,41.03171696,28.96951693,1077,0,0.37,0.37
130,148196448846958,30,41.062481,28.993097,Work,1,17,41.05742325,28.99720571,82,41.05742325,28.99720571,82,0,0.66,0.66
131,148196448846958,1055,41.049744,28.990915,Residence,8,17,41.05742325,28.99720571,82,41.05742325,28.99720571,82,0,1,1
132,148196448846958,1043,41.041405,28.997549,Residence,1,17,41.05742325,28.99720571,82,41.05742325,28.99720571,82,0,1.78,1.78
133,148196448846958,1123,41.042507,29.001322,Residence,1,17,41.05742325,28.99720571,82,41.05742325,28.99720571,82,0,1.7,1.7
